"year","lon","lat","address"
2015,-122.7300334,45.5872389,"8952 n fortune ave, portland, or 97203, usa"
2015,-122.618686,45.516077,"4233 se yamhill st, portland, or 97215, usa"
2015,-122.698426,45.479666,"1939 sw iowa st, portland, or 97239, usa"
2015,-122.6850026,45.5825476,"1807 n kilpatrick st, portland, or 97217, usa"
2015,-122.63929,45.495019,"3836 se 26th ave, portland, or 97202, usa"
2015,-122.623348,45.465499,"3738 se nehalem st, portland, or 97202, usa"
2015,-122.619602,45.4907899,"4060 se mall st, portland, or 97202, usa"
2015,-122.6768995,45.553796,"4123 n michigan ave, portland, or 97217, usa"
2015,-122.649514,45.570017,"1525 ne rosa parks way, portland, or 97211, usa"
2015,-122.675639,45.5653859,"5834 n mississippi ave, portland, or 97217, usa"
2015,-122.566617,45.528286,"750 ne 94th ave, portland, or 97220, usa"
2015,-122.6669871,45.5561133,"4541 n williams ave, portland, or 97217, usa"
2015,-122.613155,45.501182,"4821 se brooklyn st, portland, or 97206, usa"
2015,-122.597956,45.478008,"6320 se carlton st, portland, or 97206, usa"
2015,-122.508734,45.494172,"3841 se 150th ave, portland, or 97236, usa"
2015,-122.651621,45.4605419,"1416 se clatsop st, portland, or 97202, usa"
2015,-122.652161,45.541369,"2602 ne 13th ave, portland, or 97212, usa"
2015,-122.7348301,45.584352,"7340 n macrum ave, portland, or 97203, usa"
2015,-122.592091,45.528601,"820 ne 69th ave, portland, or 97213, usa"
2015,-122.577717,45.4950199,"8249 se bush st, portland, or 97266, usa"
2015,-122.647861,45.569333,"1721 ne highland st, portland, or 97211, usa"
2015,-122.550035,45.548504,"10923 ne fremont st, portland, or 97220, usa"
2015,-122.5919227,45.4948307,"3810 se 69th ave, portland, or 97206, usa"
2015,-122.516084,45.521861,"25 se 143rd ave, portland, or 97233, usa"
2015,-122.5165269,45.5222487,"14232 e burnside st, portland, or 97233, usa"
2015,-122.516416,45.521859,"14238 e burnside st, portland, or 97233, usa"
2015,-122.702713,45.584271,"3505 n willis blvd, portland, or 97217, usa"
2015,-122.619486,45.489839,"4524 se 41st ave, portland, or 97202, usa"
2015,-122.733133,45.506262,"5258 sw humphrey blvd, portland, or 97221, usa"
2015,-122.668703,45.551079,"3914 n gantenbein ave, portland, or 97227, usa"
2015,-122.581778,45.5354839,"7912 ne schuyler st, portland, or 97213, usa"
2015,-122.538714,45.520203,"12036 se pine st, portland, or 97216, usa"
2015,-122.600799,45.484417,"6108 se steele st, portland, or 97206, usa"
2015,-122.597332,45.481193,"6419 se ramona st, portland, or 97206, usa"
2015,-122.589407,45.49047,"4425 se 72nd ave, portland, or 97206, usa"
2015,-122.530327,45.517291,"727 se 130th ave, portland, or 97233, usa"
2015,-122.65299,45.557152,"4723 ne 13th ave, portland, or 97211, usa"
2015,-122.5636784,45.5204366,"301 se 97th ave, portland, or 97216, usa"
2015,-122.652533,45.57612,"1201 ne holland st, portland, or 97211, usa"
2015,-122.585051,45.511304,"7604 se clay st, portland, or 97215, usa"
2015,-122.669057,45.562076,"5327 n vancouver ave, portland, or 97217, usa"
2015,-122.6512231,45.5627156,"1340 ne killingsworth st, portland, or 97211, usa"
2015,-122.610754,45.50905,"1924 se 50th ave, portland, or 97215, usa"
2015,-122.653791,45.564724,"5804 ne 11th ave, portland, or 97211, usa"
2015,-122.591988,45.483279,"6903 se harold st, portland, or 97206, usa"
2015,-122.585105,45.504962,"7558 se division st, portland, or 97206, usa"
2015,-122.587195,45.547373,"3405 ne 74th ave, portland, or 97213, usa"
2015,-122.613447,45.501183,"4813 se brooklyn st, portland, or 97206, usa"
2015,-122.718719,45.586976,"8911 n haven ave, portland, or 97203, usa"
2015,-122.6894822,45.4988657,"904 sw gibbs st, portland, or 97239, usa"
2015,-122.748514,45.583226,"7650 n decatur st, portland, or 97203, usa"
2015,-122.674686,45.559603,"5036 n albina ave, portland, or 97217, usa"
2015,-122.7083512,45.4698123,"7534 sw 31st ave, portland, or 97219, usa"
2015,-122.7017266,45.5854646,"3408 n hunt st, portland, or 97217, usa"
2015,-122.656168,45.4698149,"934 se rex st, portland, or 97202, usa"
2015,-122.659385,45.436118,"1897 sw greenwood rd, portland, or 97219, usa"
2015,-122.6977112,45.5324337,"2246 nw pettygrove st, portland, or 97210, usa"
2015,-122.736454,45.599315,"7211 n richards st, portland, or 97203, usa"
2015,-122.648091,45.470977,"7420 se milwaukie ave, portland, or 97202, usa"
2015,-122.64959,45.49868,"3355 se 16th ave, portland, or 97202, usa"
2015,-122.598316,45.463734,"8226 se 63rd ave, portland, or 97206, usa"
2015,-122.6487018,45.4830984,"1650 se harold st, portland, or 97202, usa"
2015,-122.683556,45.572093,"6825 n greenwich ave, portland, or 97217, usa"
2015,-122.6778289,45.4798885,"15 sw iowa st, portland, or 97239, usa"
2015,-122.613159,45.55431,"4816 ne campaign st, portland, or 97218, usa"
2015,-122.625527,45.478253,"3646 se martins st, portland, or 97202, usa"
2015,-122.639341,45.50285,"2740 se 26th ave, portland, or 97202, usa"
2015,-122.73766,45.478826,"5909 sw nebraska st, portland, or 97221, usa"
2015,-122.647964,45.50429,"2531 se 18th ave, portland, or 97202, usa"
2015,-122.751677,45.587469,"7134 n richmond ave, portland, or 97203, usa"
2015,-122.621127,45.558757,"4934 ne 41st ave, portland, or 97211, usa"
2015,-122.6891521,45.4988927,"836 sw gibbs st, portland, or 97239, usa"
2015,-122.638549,45.5221293,"2640 se ankeny st, portland, or 97214, usa"
2015,-122.639341,45.502987,"2726 se 26th ave, portland, or 97202, usa"
2015,-122.633148,45.50173,"3118 se woodward st, portland, or 97202, usa"
2015,-122.632456,45.560974,"5244 ne 32nd ave, portland, or 97211, usa"
2015,-122.6473395,45.4841983,"5350 se 18th ave, portland, or 97202, usa"
2015,-122.5889422,45.533332,"1435 ne 72nd ave, portland, or 97213, usa"
2015,-122.625314,45.514793,"3722 se taylor st, portland, or 97214, usa"
2015,-122.7321126,45.5802133,"6011 n amherst st, portland, or 97203, usa"
2015,-122.643663,45.551622,"2122 ne alameda st, portland, or 97212, usa"
2015,-122.663821,45.53969,"2318 ne rodney ave, portland, or 97212, usa"
2015,-122.6452713,45.5158978,"2007 se yamhill st, portland, or 97214, usa"
2015,-122.577613,45.513098,"1333 se 84th ave, portland, or 97216, usa"
2015,-122.679435,45.567816,"6205 n minnesota ave, portland, or 97217, usa"
2015,-122.577344,45.500861,"8311 se brooklyn st, portland, or 97266, usa"
2015,-122.61803,45.549151,"3558 ne 44th ave, portland, or 97213, usa"
2015,-122.604408,45.521845,"5723 se ash st, portland, or 97215, usa"
2015,-122.611726,45.502165,"2826 se 49th ave, portland, or 97206, usa"
2015,-122.644943,45.503962,"2605 se 21st ave, portland, or 97202, usa"
2015,-122.6794696,45.5746591,"7116 n montana ave, portland, or 97217, usa"
2015,-122.684338,45.567369,"6111 n concord ave, portland, or 97217, usa"
2015,-122.54894,45.545293,"11104 ne fargo st, portland, or 97220, usa"
2015,-122.682926,45.572551,"6856 n greenwich ave, portland, or 97217, usa"
2015,-122.585569,45.546676,"3314 ne 75th ave, portland, or 97213, usa"
2015,-122.700126,45.5366969,"1933 nw 23rd pl, portland, or 97210, usa"
2015,-122.729535,45.576585,"5405 n willamette blvd, portland, or 97203, usa"
2015,-122.667229,45.546569,"32 n cook st, portland, or 97227, usa"
2015,-122.597325,45.478502,"6117 se 65th ave, portland, or 97206, usa"
2015,-122.754356,45.59534,"9144 n smith st, portland, or 97203, usa"
2015,-122.6549089,45.5616351,"1006 ne emerson st, portland, or 97211, usa"
2015,-122.653403,45.562173,"5323 ne 12th ave, portland, or 97211, usa"
2015,-122.602099,45.555816,"5855 ne prescott st, portland, or 97218, usa"
2015,-122.617453,45.545859,"3122 ne 44th ave, portland, or 97213, usa"
2015,-122.619063,45.549532,"3620 ne 43rd ave, portland, or 97213, usa"
2015,-122.683848,45.5682199,"1630 n holman st, portland, or 97217, usa"
2015,-122.6704164,45.5551443,"4407 n haight ave, portland, or 97217, usa"
2015,-122.61458,45.471696,"4700 se rural st, portland, or 97206, usa"
2015,-122.705861,45.525132,"2670 nw beuhla vista terrace, portland, or 97210, usa"
2015,-122.663975,45.5516409,"3959 ne mallory ave, portland, or 97212, usa"
2015,-122.621948,45.481142,"3936 se reedway st, portland, or 97202, usa"
2015,-122.629212,45.505002,"3415 se division st, portland, or 97202, usa"
2015,-122.6775614,45.4800431,"21 sw iowa st, portland, or 97239, usa"
2015,-122.632132,45.501455,"3215 se brooklyn st, portland, or 97202, usa"
2015,-122.6755418,45.5525492,"4025 n mississippi ave, portland, or 97227, usa"
2015,-122.722637,45.4427499,"4431 sw coronado st, portland, or 97219, usa"
2015,-122.7266694,45.5759027,"5226 n harvard st, portland, or 97203, usa"
2015,-122.7471236,45.5871378,"7308 n tyler ave, portland, or 97203, usa"
2015,-122.5298341,45.5071765,"2152 se 130th ave, portland, or 97233, usa"
2015,-122.594551,45.496235,"3609 se 67th ave, portland, or 97206, usa"
2015,-122.6279261,45.5116124,"1525 se 35th pl, portland, or 97214, usa"
2015,-122.688605,45.5755882,"7215 n lancaster ave, portland, or 97217, usa"
2015,-122.62487,45.465499,"3660 se nehalem st, portland, or 97202, usa"
2015,-122.6198506,45.5675627,"4241 ne ainsworth st, portland, or 97218, usa"
2015,-122.558186,45.480682,"10215 se ramona st, portland, or 97266, usa"
2015,-122.582361,45.486798,"7847 se raymond st, portland, or 97206, usa"
2015,-122.70259,45.533782,"2486 nw raleigh st, portland, or 97210, usa"
2015,-122.6704702,45.5477373,"3418 n commercial ave, portland, or 97227, usa"
2015,-122.6106591,45.5479608,"3435 ne 51st ave, portland, or 97213, usa"
2015,-122.653403,45.562173,"5323 ne 12th ave, portland, or 97211, usa"
2015,-122.682359,45.5542469,"4227 n massachusetts ave, portland, or 97217, usa"
2015,-122.66758,45.54657,"100 n cook st, portland, or 97227, usa"
2015,-122.637325,45.4925039,"4210 se 28th ave, portland, or 97202, usa"
2015,-122.680137,45.571461,"6709 n montana ave, portland, or 97217, usa"
2015,-122.689529,45.464949,"8236 sw 11th ave, portland, or 97219, usa"
2015,-122.644745,45.463219,"8226 se 19th ave, portland, or 97202, usa"
2015,-122.649992,45.56103,"5243 ne 15th ave, portland, or 97211, usa"
2015,-122.636575,45.559511,"5030 ne 28th ave, portland, or 97211, usa"
2015,-122.635338,45.541216,"2581 ne 30th ave, portland, or 97212, usa"
2015,-122.649888,45.5610523,"5245 ne 15th ave, portland, or 97211, usa"
2015,-122.587719,45.544731,"7305 ne siskiyou st, portland, or 97213, usa"
2015,-122.743944,45.594382,"9411 n tyler ave, portland, or 97203, usa"
2015,-122.725527,45.4540859,"4650 sw taylors ferry rd, portland, or 97219, usa"
2015,-122.614015,45.546004,"3139 ne 48th ave, portland, or 97213, usa"
2015,-122.589693,45.534161,"1537 ne 72nd ave, portland, or 97213, usa"
2015,-122.596892,45.49834,"3327 se 65th ave, portland, or 97206, usa"
2015,-122.724815,45.457018,"9509 sw 46th ave, portland, or 97219, usa"
2015,-122.692894,45.584245,"2534 n argyle st, portland, or 97217, usa"
2015,-122.677921,45.580306,"1113 n terry st, portland, or 97217, usa"
2015,-122.682928,45.572414,"6846 n greenwich ave, portland, or 97217, usa"
2015,-122.6411356,45.5223116,"2403 se ankeny st, portland, or 97214, usa"
2015,-122.5030625,45.5267056,"15535 ne glisan st, portland, or 97230, usa"
2015,-122.570731,45.515917,"9024 se yamhill st, portland, or 97216, usa"
2015,-122.726641,45.455549,"9635 sw 48th ave, portland, or 97219, usa"
2015,-122.529471,45.511293,"1706 se 130th ave, portland, or 97233, usa"
2015,-122.731388,45.5910574,"9418 n macrum ave, portland, or 97203, usa"
2015,-122.650803,45.460268,"1507 se marion st, portland, or 97202, usa"
2015,-122.6425843,45.526248,"2238 ne glisan st, portland, or 97232, usa"
2015,-122.5460823,45.4807371,"11405 se ramona ct, portland, or 97266, usa"
2015,-122.6509783,45.5221938,"1459 se ankeny st, portland, or 97214, usa"
2015,-122.584455,45.551676,"3942 ne 76th ave, portland, or 97213, usa"
2015,-122.61096,45.507767,"5000 se lincoln st, portland, or 97215, usa"
2015,-122.636262,45.546285,"3225 ne 29th ave, portland, or 97212, usa"
2015,-122.6539934,45.466311,"1144 se miller st, portland, or 97202, usa"
2015,-122.637152,45.560638,"5217 ne 28th ave, portland, or 97211, usa"
2014,-122.694165,45.5829326,"2637 n halleck st, portland, or 97217, usa"
2014,-122.694614,45.58293,"2657 n halleck st, portland, or 97217, usa"
2014,-122.637922,45.494646,"3905 se 28th ave, portland, or 97202, usa"
2014,-122.594771,45.482833,"5509 se 67th ave, portland, or 97206, usa"
2014,-122.672206,45.557319,"4725 n congress ave, portland, or 97217, usa"
2014,-122.6832317,45.5761214,"7313 n greenwich ave, portland, or 97217, usa"
2015,-122.592765,45.463992,"8205 se 69th ave, portland, or 97206, usa"
2014,-122.681695,45.577675,"7532 n interstate ave, portland, or 97217, usa"
2014,-122.547795,45.561143,"5205 ne 112th ave, portland, or 97220, usa"
2014,-122.7479976,45.5896606,"8028 n lombard way, portland, or 97203, usa"
2014,-122.7175473,45.4620442,"3945 sw dolph ct, portland, or 97219, usa"
2014,-122.547795,45.561303,"5213 ne 112th ave, portland, or 97220, usa"
2014,-122.529167,45.506135,"13015 se sherman st, portland, or 97233, usa"
2014,-122.732735,45.458685,"5414 sw orchid st, portland, or 97219, usa"
2014,-122.7131314,45.46981,"7539 sw 35th ave, portland, or 97219, usa"
2014,-122.563906,45.478862,"9639 se foster rd, portland, or 97266, usa"
2014,-122.48514,45.49344,"4011 se 174th ave, portland, or 97236, usa"
2015,-122.654405,45.565767,"5919 ne 11th ave, portland, or 97211, usa"
2014,-122.491498,45.503398,"2629 se 167th ave, portland, or 97236, usa"
2014,-122.651042,45.476687,"6331 se 15th ave, portland, or 97202, usa"
2014,-122.610084,45.552112,"5124 ne mason st, portland, or 97218, usa"
2014,-122.696963,45.44337,"11575 sw 16th dr, portland, or 97219, usa"
2014,-122.761445,45.596592,"9722 n jersey st, portland, or 97203, usa"
2014,-122.66431,45.55801,"4820 ne rodney ave, portland, or 97211, usa"
2014,-122.616527,45.464813,"4430 se crystal springs blvd, portland, or 97206, usa"
2014,-122.60188,45.537515,"2031 ne 60th ave, portland, or 97213, usa"
2014,-122.645462,45.4652559,"1825 se spokane st, portland, or 97202, usa"
2014,-122.631122,45.487288,"3309 se raymond st, portland, or 97202, usa"
2015,-122.647804,45.570293,"1722 ne liberty st, portland, or 97211, usa"
2014,-122.636263,45.545599,"3125 ne 29th ave, portland, or 97212, usa"
2014,-122.590333,45.491506,"7100 se cora st, portland, or 97206, usa"
2014,-122.649672,45.492568,"4205 se 16th ave, portland, or 97202, usa"
2014,-122.748019,45.592732,"9041 n oswego ave, portland, or 97203, usa"
2014,-122.7131314,45.46981,"7539 sw 35th ave, portland, or 97219, usa"
2014,-122.728184,45.581497,"5625 n depauw st, portland, or 97203, usa"
2014,-122.627399,45.547493,"3419 ne 35th pl, portland, or 97212, usa"
2014,-122.770217,45.653284,"18100 nw gillihan rd, portland, or 97231, usa"
2014,-122.636791,45.5162199,"2808 se belmont st, portland, or 97214, usa"
2014,-122.6857855,45.4480267,"10654 sw boones ferry rd, portland, or 97219, usa"
2015,-122.6173747,45.5118046,"1515 se 44th ave, portland, or 97215, usa"
2014,-122.751755,45.587347,"7124 n richmond ave, portland, or 97203, usa"
2014,-122.714657,45.499728,"3620 sw hillside dr, portland, or 97221, usa"
2014,-122.615735,45.553479,"4616 ne skidmore st, portland, or 97218, usa"
2014,-122.724502,45.479397,"6129 sw 46th ave, portland, or 97221, usa"
2014,-122.739223,45.44721,"10830 sw 61st ave, portland, or 97219, usa"
2014,-122.674336,45.557106,"715 n blandena st, portland, or 97217, usa"
2014,-122.717837,45.578471,"7409 n olin ave, portland, or 97203, usa"
2014,-122.647985,45.568921,"1714 ne highland st, portland, or 97211, usa"
2014,-122.658784,45.4662866,"7966 se 7th ave, portland, or 97202, usa"
2014,-122.572429,45.500709,"8811 se brooklyn st, portland, or 97266, usa"
2015,-122.662901,45.557842,"4805 ne garfield ave, portland, or 97211, usa"
2014,-122.7398347,45.4902102,"4535 sw 60th pl, portland, or 97221, usa"
2014,-122.580742,45.4611705,"8101 se luther rd, portland, or 97206, usa"
2014,-122.616829,45.549133,"3552 ne 45th ave, portland, or 97213, usa"
2014,-122.689064,45.573985,"7028 n mobile ave, portland, or 97217, usa"
2014,-122.648567,45.556148,"1606 ne going st, portland, or 97211, usa"
2014,-122.73952,45.592477,"9301 n burr ave, portland, or 97203, usa"
2014,-122.721627,45.463886,"4260 sw carson st, portland, or 97219, usa"
2014,-122.668254,45.575534,"7226 n vancouver ave, portland, or 97217, usa"
2014,-122.674286,45.558528,"713 n humboldt st, portland, or 97217, usa"
2014,-122.6930397,45.5116753,"1515 sw cardinell dr, portland, or 97201, usa"
2015,-122.713642,45.470626,"3535 sw logan st, portland, or 97219, usa"
2014,-122.6565355,45.5742574,"7087 ne 8th ave, portland, or 97211, usa"
2014,-122.595222,45.482876,"6618 se harold st, portland, or 97206, usa"
2014,-122.602802,45.504672,"2512 se 58th ave, portland, or 97206, usa"
2014,-122.6361219,45.5648649,"5825 ne 29th ave, portland, or 97211, usa"
2014,-122.731518,45.470233,"5245 sw custer st, portland, or 97219, usa"
2014,-122.65457,45.4698149,"1114 se rex st, portland, or 97202, usa"
2014,-122.571526,45.495081,"8910 se rhone st, portland, or 97266, usa"
2014,-122.72845,45.470146,"7520 sw 51st ave, portland, or 97219, usa"
2014,-122.5427105,45.518134,"602 se 117th ave, portland, or 97216, usa"
2014,-122.610815,45.50988,"5024 se mill st, portland, or 97215, usa"
2015,-122.6767839,45.5598726,"935 n webster st, portland, or 97217, usa"
2014,-122.61807,45.5498369,"3646 ne 44th ave, portland, or 97213, usa"
2014,-122.71987,45.578656,"7311 n fiske ave, portland, or 97203, usa"
2014,-122.6111287,45.509795,"1816 se 50th ave, portland, or 97215, usa"
2014,-122.582713,45.527406,"611 ne 79th ave, portland, or 97213, usa"
2014,-122.681856,45.564647,"5732 n interstate ave, portland, or 97217, usa"
2014,-122.688771,45.581162,"2139 n watts st, portland, or 97217, usa"
2014,-122.5815182,45.497051,"7945 se rhine st, portland, or 97206, usa"
2014,-122.7346198,45.5838341,"7307 n newell ave, portland, or 97203, usa"
2014,-122.629373,45.502151,"3407 se woodward st, portland, or 97202, usa"
2014,-122.600152,45.483285,"6125 se harold st, portland, or 97206, usa"
2015,-122.573791,45.511301,"1616 se 87th ave, portland, or 97216, usa"
2015,-122.5311449,45.52682,"524 ne 128th ave, portland, or 97230, usa"
2014,-122.697009,45.474371,"6875 sw capitol hill rd, portland, or 97219, usa"
2014,-122.6477,45.568098,"6238 ne 17th ave, portland, or 97211, usa"
2014,-122.6054027,45.5243504,"204 ne 57th ave, portland, or 97213, usa"
2014,-122.644838,45.483378,"2025 se harold st, portland, or 97202, usa"
2014,-122.701099,45.533741,"1525 nw 24th ave, portland, or 97210, usa"
2014,-122.7011449,45.5334832,"1507 nw 24th ave, portland, or 97210, usa"
2014,-122.570901,45.477862,"6205 se 90th ave, portland, or 97266, usa"
2014,-122.620492,45.505283,"4046 se caruthers st, portland, or 97214, usa"
2014,-122.643559,45.560046,"5126 ne 21st ave, portland, or 97211, usa"
2014,-122.568977,45.492305,"4119 se 92nd ave, portland, or 97266, usa"
2015,-122.61757,45.511804,"4334 se hawthorne blvd, portland, or 97215, usa"
2014,-122.600813,45.486433,"6020 se raymond st, portland, or 97206, usa"
2014,-122.720787,45.4581221,"4222 sw alice st, portland, or 97219, usa"
2014,-122.661916,45.5450174,"3019 ne martin luther king jr blvd, portland, or 97212, usa"
2014,-122.581099,45.485028,"5207 se 80th ave, portland, or 97206, usa"
2014,-122.6431776,45.569542,"6426 ne 22nd ave, portland, or 97211, usa"
2014,-122.541531,45.518078,"11760 se washington st, portland, or 97216, usa"
2014,-122.611237,45.464246,"5108 se tenino ct, portland, or 97206, usa"
2014,-122.685805,45.464353,"8333 sw 7th ave, portland, or 97219, usa"
2014,-122.719122,45.587548,"8958 n courtenay ave, portland, or 97203, usa"
2014,-122.6213062,45.5341688,"1521 ne 41st ave, portland, or 97232, usa"
2015,-122.664991,45.5513649,"3935 ne rodney ave, portland, or 97212, usa"
2014,-122.5932333,45.5179655,"655 se 68th ave, portland, or 97215, usa"
2014,-122.644149,45.4662924,"1936 se miller st, portland, or 97202, usa"
2014,-122.5468,45.539695,"11241 ne sacramento st, portland, or 97220, usa"
2014,-122.660788,45.557728,"4821 ne grand ave, portland, or 97211, usa"
2014,-122.649051,45.491881,"4304 se 16th ave, portland, or 97202, usa"
2014,-122.522642,45.4742249,"13708 se claybourne st, portland, or 97236, usa"
2014,-122.6299533,45.5556279,"4525 ne 34th ave, portland, or 97211, usa"
2014,-122.653606,45.46197,"1212 se harney st, portland, or 97202, usa"
2014,-122.613154,45.500774,"4820 se brooklyn st, portland, or 97206, usa"
2014,-122.689524,45.5674,"6123 n gay ave, portland, or 97217, usa"
2015,-122.603564,45.478509,"5747 se carlton st, portland, or 97206, usa"
2014,-122.643658,45.500877,"2139 se tibbetts st, portland, or 97202, usa"
2014,-122.693567,45.465083,"1427 sw hume ct, portland, or 97219, usa"
2014,-122.682924,45.572688,"6904 n greenwich ave, portland, or 97217, usa"
2014,-122.657355,45.5504559,"3824 ne 8th ave, portland, or 97212, usa"
